,epoch_losses,elapsed_time,Accuracy
0,1.8855622448603313,17.52239864692092,0.3161833333333333
1,0.8205127953211466,35.05592772178352,0.7263666666666667
2,0.6939777798414231,52.54525198414922,0.7711666666666667
3,0.6657373283783595,70.03460966423154,0.78135
4,0.6515344986518224,87.52195041999221,0.7855333333333333
5,0.6410302165031433,105.002625644207,0.7890666666666667
6,0.63250893359979,122.48741712234914,0.7929
7,0.6250024441560109,139.97360179945827,0.79515
8,0.6183246683120728,157.45001924037933,0.7966166666666666
9,0.6125552487691244,174.9245195388794,0.7982
10,0.6089107485294342,192.4161222744733,0.7992833333333333
11,0.6051392947117488,209.87674657069147,0.8007833333333333
12,0.6020019850492477,227.32740933448076,0.8017666666666666
13,0.5981715559482574,244.782602397725,0.8033333333333333
14,0.5948054095109304,262.2317595630884,0.8046666666666666
15,0.5911757398843765,279.7869218830019,0.80615
16,0.5879696984132131,297.21623587980866,0.8076166666666666
17,0.5855175203402837,314.6784639786929,0.8089166666666666
18,0.5825178144733111,332.20207721553743,0.8101333333333334
19,0.5798091235399246,349.66351225599647,0.8114833333333333
20,0.5767248992562294,367.06299877539277,0.8125333333333333
21,0.5733812091986338,384.58032702468336,0.81455
22,0.5693475892941157,401.8342619780451,0.81615
23,0.5652862788995107,419.1024955715984,0.81745
24,0.5619294100006421,436.3581937532872,0.8187166666666666
25,0.5593677396059036,453.6144842468202,0.8201666666666667
26,0.5554142025629679,470.8625398147851,0.8224
27,0.5516958202521006,488.12513508088887,0.8230166666666666
28,0.5481957762797673,505.3897227793932,0.8239166666666666
29,0.5445413090229034,522.6668887324631,0.8254833333333333
